year,icd_main_category,icd_detail_category,gender,death_age,death_count
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,30 - 39,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,40 - 49,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,50 - 59,4
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,60 - 64,3
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,65 - 69,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,70 - 74,3
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,75 - 79,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-096-Transport accidents(V01-V99),F,80 - 84,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,20 - 29,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,30 - 39,4
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,50 - 59,6
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,60 - 64,3
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,65 - 69,5
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,70 - 74,5
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,75 - 79,9
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,80 - 84,14
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-097-Falls(W00-W19),F,85 and Over,14
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),F,02,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),F,05 - 09,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),F,20 - 29,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-098-Accidental drowning and submersion(W65-W74),F,80 - 84,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),"1-099-Exposure to smoke, fire and flames(X00-X09)",F,60 - 64,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),"1-099-Exposure to smoke, fire and flames(X00-X09)",F,70 - 74,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),"1-099-Exposure to smoke, fire and flames(X00-X09)",F,80 - 84,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),F,30 - 39,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),F,40 - 49,3
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-100-Accidental poisoning by and exposure to noxious substances(X40-X49),F,60 - 64,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,10 - 19,3
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,20 - 29,18
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,30 - 39,22
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,40 - 49,16
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,50 - 59,22
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,60 - 64,5
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,65 - 69,11
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,70 - 74,6
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,75 - 79,6
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-101-Intentional self-harm(X60-X84),F,80 - 84,5
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-102-Assault(X85-Y09),F,50 - 59,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-102-Assault(X85-Y09),F,70 - 74,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,05 - 09,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,10 - 19,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,20 - 29,3
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,30 - 39,6
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,40 - 49,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,50 - 59,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,60 - 64,5
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,65 - 69,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,70 - 74,1
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,75 - 79,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,80 - 84,2
2018,1-095-External causes of morbidity and mortality(V01-Y89),1-103-All other external causes,F,85 and Over,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,30 - 39,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,40 - 49,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,60 - 64,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,65 - 69,2
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,70 - 74,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,75 - 79,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-003-Diarrhoea and gastroenteritis of presumed infectious origin(A09),M,85 and Over,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),M,65 - 69,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),M,75 - 79,2
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-004-Other intestinal infectious diseases(A01-A08),M,85 and Over,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,40 - 49,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,50 - 59,4
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,60 - 64,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,65 - 69,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,70 - 74,5
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,75 - 79,5
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-005-Respiratory tuberculosis(A15-A16),M,80 - 84,4
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),M,40 - 49,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-006-Other tuberculosis(A17-A19),M,80 - 84,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,10 - 19,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,30 - 39,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,40 - 49,4
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,50 - 59,5
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,60 - 64,4
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,65 - 69,5
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,70 - 74,6
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,75 - 79,5
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,80 - 84,4
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,85 and Over,8
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-012-Septicaemia(A40-A41),M,Under 28 days,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-014-Acute poliomyelitis(A80),M,50 - 59,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),"1-017-Other arthropod-borne viral fevers				and viral haemorrhagic fevers(A90-A94,A96-A99)",M,40 - 49,2
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-019-Viral hepatitis(B15-B19),M,50 - 59,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-019-Viral hepatitis(B15-B19),M,65 - 69,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-019-Viral hepatitis(B15-B19),M,70 - 74,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,30 - 39,2
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,40 - 49,4
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,50 - 59,8
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,60 - 64,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,65 - 69,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,70 - 74,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-020-Human immunodeficiency virus [HIV] disease(B20-B24),M,75 - 79,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,03,2
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,28 days - under 1 years,2
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,30 - 39,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,50 - 59,1
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,65 - 69,2
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,70 - 74,4
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,75 - 79,2
2018,1-001-Certain infection and parasitic diseases(A10-B99),1-025-Remainder of certain infectious and parasitic diseases,M,85 and Over,1
2018,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,30 - 39,2
2018,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,40 - 49,22
2018,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,50 - 59,39
2018,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,60 - 64,22
2018,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,65 - 69,22
2018,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,70 - 74,12
2018,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,75 - 79,7
2018,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,80 - 84,13
2018,1-026-Neplasms(C00-D48),"1-027-Malignant neoplasm of lip, oral cavity and pharynx(C00-C14)",M,85 and Over,7
2018,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,30 - 39,1
2018,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,40 - 49,3
2018,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,50 - 59,14
2018,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,60 - 64,10
2018,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,65 - 69,14
2018,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,70 - 74,12
2018,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,75 - 79,14
2018,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,80 - 84,11
2018,1-026-Neplasms(C00-D48),1-028-Malignant neoplasm of oesophagus(C15),M,85 and Over,11
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,20 - 29,1
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,30 - 39,2
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,40 - 49,3
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,50 - 59,29
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,60 - 64,20
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,65 - 69,31
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,70 - 74,23
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,75 - 79,21
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,80 - 84,26
2018,1-026-Neplasms(C00-D48),1-029-Malignant neoplasm of stomach(C16),M,85 and Over,25
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,20 - 29,2
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,30 - 39,2
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,40 - 49,21
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,50 - 59,53
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,60 - 64,66
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,65 - 69,81
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,70 - 74,79
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,75 - 79,81
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,80 - 84,55
2018,1-026-Neplasms(C00-D48),"1-030-Malignant neoplasm of colon, rectum and anus(C18-C21)",M,85 and Over,56
2018,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,30 - 39,2
2018,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,40 - 49,18
2018,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,50 - 59,61
2018,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,60 - 64,87
2018,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,65 - 69,73
2018,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,70 - 74,74
2018,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,75 - 79,62
2018,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,80 - 84,38
2018,1-026-Neplasms(C00-D48),1-031-Malignant neoplasm of liver and intrahepatic bile ducts(C22),M,85 and Over,44
2018,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,30 - 39,2
2018,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,40 - 49,8
2018,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,50 - 59,31
2018,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,60 - 64,38
2018,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,65 - 69,42
2018,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,70 - 74,38
2018,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,75 - 79,35
2018,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,80 - 84,21
2018,1-026-Neplasms(C00-D48),1-032-Malignant neoplasm of pancreas(C25),M,85 and Over,24
2018,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,50 - 59,2
2018,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,60 - 64,3
2018,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,65 - 69,2
2018,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,70 - 74,4
2018,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,75 - 79,10
2018,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,80 - 84,3
2018,1-026-Neplasms(C00-D48),1-033-Malignant neoplasm of larynx(C32),M,85 and Over,5
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,10 - 19,1
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,30 - 39,6
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,40 - 49,20
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,50 - 59,101
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,60 - 64,101
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,65 - 69,122
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,70 - 74,134
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,75 - 79,149
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,80 - 84,125
2018,1-026-Neplasms(C00-D48),"1-034-Malignant neoplasm of trachea, bronchus and lung(C33-C34)",M,85 and Over,102
2018,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,50 - 59,1
2018,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,60 - 64,2
2018,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,65 - 69,2
2018,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,70 - 74,1
2018,1-026-Neplasms(C00-D48),1-035-Malignant melanoma of skin(C43),M,80 - 84,1
2018,1-026-Neplasms(C00-D48),1-036-Malignant neoplasm of breast(C50),M,40 - 49,1
2018,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,50 - 59,10
2018,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,60 - 64,12
2018,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,65 - 69,25
2018,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,70 - 74,36
2018,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,75 - 79,43
2018,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,80 - 84,42
2018,1-026-Neplasms(C00-D48),1-040-Malignant neoplasm of prostate(C61),M,85 and Over,56
2018,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,50 - 59,3
2018,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,60 - 64,5
2018,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,65 - 69,9
2018,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,70 - 74,5
2018,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,75 - 79,15
2018,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,80 - 84,9
2018,1-026-Neplasms(C00-D48),1-041-Malignant neoplasm of bladder(C67),M,85 and Over,11
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,05 - 09,2
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,10 - 19,2
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,20 - 29,4
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,30 - 39,3
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,40 - 49,5
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,50 - 59,12
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,60 - 64,5
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,65 - 69,5
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,70 - 74,9
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,75 - 79,4
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,80 - 84,5
2018,1-026-Neplasms(C00-D48),"1-042-Malignant neoplasm of meninges, brain and other parts of central nervous system(C70-C72)",M,85 and Over,5
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,10 - 19,2
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,30 - 39,1
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,40 - 49,5
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,50 - 59,13
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,60 - 64,13
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,65 - 69,17
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,70 - 74,19
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,75 - 79,9
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,80 - 84,12
2018,1-026-Neplasms(C00-D48),1-043-Non-Hodgkins lymphoma(C82-C85)),M,85 and Over,9
2018,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,40 - 49,3
2018,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,50 - 59,1
2018,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,60 - 64,4
2018,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,65 - 69,5
2018,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,70 - 74,4
2018,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,75 - 79,8
2018,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,80 - 84,5
2018,1-026-Neplasms(C00-D48),1-044-Multiple myeloma and malignant plasma cell neoplasms(C90),M,85 and Over,3
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,01,1
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,10 - 19,3
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,20 - 29,4
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,30 - 39,5
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,40 - 49,5
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,50 - 59,6
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,60 - 64,10
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,65 - 69,13
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,70 - 74,13
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,75 - 79,13
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,80 - 84,13
2018,1-026-Neplasms(C00-D48),1-045-Leukaemia(C91-C95),M,85 and Over,7
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,03,1
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,04,1
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,05 - 09,1
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,20 - 29,3
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,30 - 39,6
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,40 - 49,14
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,50 - 59,47
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,60 - 64,44
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,65 - 69,46
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,70 - 74,35
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,75 - 79,35
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,80 - 84,40
2018,1-026-Neplasms(C00-D48),1-046-Remainder of malignant neoplasms,M,85 and Over,33
2018,1-026-Neplasms(C00-D48),1-047-Remainder of neoplasms(D00-D48),M,20 - 29,1
