ID,timestamp,Username,caption,no. of likes,no. of comments,comments,food,cuisine
384,21/06/2020,misstamchiak,"tonight is the night! that australian abalone from @newmoonsg ... is having 40% off just for tonight's facebook live. limited quantity, first come first serve! it will be the first item tonight.

i will bao bak zhang using new moon's premium rice dumpling bundle. we will also be selling razor clams, essence of chicken, organic superice, bird's nest with rock sugar, abalone sauce, oyster sauce and more.

free new moon bird’s nest with white fungus & rock sugar to be given away during the facebook live. and there will be live bidding for new moon abalone. see you tonight 8pm!",205,0,[],,
385,21/06/2020,misstamchiak,"where is your first dine-in? for us, we went to hai xian zhu zhou today for tom yum ke kou mian!",1439,11,"['@angkukueh10', 'Good reminder! I need to make my way down there since it’s so close ☺️', 'Delicious', ""Agree it's tasty. Hope not 40 mins wait still"", '@martinarifinc', 'Waaah I shld try this one day!', 'PM me back if you have old 🇲🇾Malaysian, Dubai, UAE, Singapore,Brunei,China coin or note for sale!!!! The open price per pieces is 10,000', '😂😂', 'Ahhhh sooo nice I wish to try this out🔥', '💪💪💪']",,
386,20/06/2020,misstamchiak,"[ facebook live 24 jun (wed) 8.30pm ] we are very excited to be collaborating with @crystaljadesg for their first ever facebook live sale this wednesday 8.30pm.⁣
⁣
we will be selling an assorted range of crystal jade frozen/ready-to-eat products such as all-time favourite dim sum and roast delicacies like signature char siew bun, siew mai, har kau, yam cake & carrot cake, crispy pork belly, salt-baked dang gui chicken, braised abalone and many more. most of these dishes are new and you can’t get it anywhere else.⁣
⁣
what’s more? tune in and stand to win crystal jade cash vouchers! order these fuss-free hong kong specialities via this facebook live! put a reminder on your phone and we’ll see you online 😉",442,3,"['Wow so nice 😍', 'I’m interested to order food you recommended but didn’t know how to order. Is Visa credit card accepted?', '😍']",,
387,20/06/2020,misstamchiak,celebrating father’s day with chilli crabs! 🦀,823,9,"['😍', ""How nice. I ordered father's day dinner from Melben too, but still waiting for my order to arrive for the past 2 hours. They are very late 😢"", 'yum😋', '@hema_k_selva', '@courses_and_colours ermagard 😋🤤', 'Crabs 😍', 'Think my crabs were not very fresh. Both were rather tasteless (not sweet or juicy). Which was a shame as the chilli crab sauce was just awesome!', 'Please take a look at our start up small business. Show us some support by following us. Thank you.']",chilli crab,Seafood
388,20/06/2020,misstamchiak,mapo tofu for dinner?,465,6,"['😍', 'yes please @misstamchiak 🙏', 'Nice?', '👏❤️🔥😍', 'Yes, please 😋😍! I loooove Mapo Tofu!', '🤤']",,
389,20/06/2020,misstamchiak,today is bao bak zhang day with my family. we did a few special bak zhang some holiao from @newmoonsg. this bak zhang bundle will be available during my facebook live sale tomorrow night. see you!,495,3,"['@davidhl69 這是粽子', '😍', '😍😍😍']",,
390,19/06/2020,misstamchiak,"even though it’s phase 2 now, we decided to still dine-in as much as we can this week. tonight, we are having madam tan nasi lemak! yes, it’s back guys! they are delivering the twice steamed nasi lemak to your homes! choose from your favourite fried crispy chicken and pork, lemak chicken or beef rendang. you must definitely pair the meat with their #ownselfmake sambal tumis. don’t forget to also get a slice of their valrhona chocolate fudge cake to end the meal. available every weekend thur to sunday (from now till 9 aug 2020), order it from @tginasilemak www.tginasilemak.com",630,2,"['nice😍😍😋😋', 'Thanks for the shout out 😍😍😍😍😍']",sambal,Malay
391,19/06/2020,misstamchiak,love spicy food? now there is mala oden guan dong zhu! order from @snacksdeliverysg www.snacksdelivery.sg!,337,14,"['😂', 'So cute! Lol', 'So oily', '😂👏🏻', 'Got discount code anot', 'Haha you can rap 👏😆', ""Love this. You have put a smile on my face. Alas we don't have such eats."", '@lalatissimo 😋', 'Well this is a wake up call to you all that have been swindled in one way or the other. Heres @trader_robert_mark and he rescued me from the hands of scammers.Well this is a wake up call to you all that have been swindled in one way or the other. Heres @trader_robert_mark and he rescued me from the hands of scammer', '😂😂😂😂', 'Haha so rhyme!', 'Is this available at major supermarket?']",,
392,19/06/2020,misstamchiak,"remember my perpetually-loading, glitching image from yesterday? don’t we all get annoyed with slow network connections! well, giga is here to change things up with a new, exciting plan! enjoy 40gb at $20 for 12 months on giga, powered by singapore’s fastest network. 
all giga plans come with free rollover data and no hidden fees. if you run out of data, just buy an extra data pack. there’s no registration fee as well, and support is available 24/7! 
giga truly values their existing users too, and all giga customers get to change plans anytime for free. this includes the 40gb for $20 plan 🎉

time to ditch your slow network and join the @gigaexperience! #giga #ditchyourglitch #gigaexperience",463,3,"['Yah that constantly loading image was really annoying😂 😂', '❤️', 'I using giga also!!! Best switch ever since my 16 years with another telco which is tbh just very stupid. I literally went from paying abt $130 per month to $25 per month with Giga. Best decision ever.']",,
393,19/06/2020,misstamchiak,"hello phase 2!!! wah finally we can dine in hawker centres, cafes and restaurants. please be kind to everyone!",1045,10,"['👍', 'are you already having this?!😍😍', '😋😋😋😋😋😋', 'Not good now and not worth eating. 👎🏻 🤮', 'I jz ate last wk .😋😋😋', 'Where can i eat this? 😳😳😳', 'omg my favourite😋', 'Overrated!!!', 'Oh this is my favourite 🤤', 'Best in sg !!!']",,
394,18/06/2020,misstamchiak,"cooked quick meal using @homefiestasg food items! just boil can already, easy!",230,1,['✨😋✨THANKS YOU @misstamchiak !!!'],,
395,18/06/2020,misstamchiak,"[ facebook live tonight 8.30pm ] see you tonight for the ultimate ice cream party by @swensenssingapore ! we have sweetened the deal for you with amazing bundle deals.

popular flavours such as rocky road, durian supreme, bandung, cookies 'n' cream, lower-sugar chocolate, maple walnut etc will be available. we also got happiness in a box (kueh lapis with rocky road) and ice cream cakes!

you will get $5 voucher with every purchase of the bundles and cakes. free delivery with a minimum $50 purchase. $7 flat fee otherwise. delivery will be on 25 & 26 june 2020.

i scream, you scream, we all scream for ice cream!",275,4,"['We can’t wait!!!! ❤️', '👏🔥❤️', '👍👍👍👍', 'PM me back if you have old 🇲🇾Malaysian, Dubai, UAE, Singapore,Brunei,China coin or note for sale!!!! The open price per pieces is 10,000']",bandung,Drinks and beverages
396,17/06/2020,misstamchiak,"[ facebook live sunday (21 june) 8pm ] the wait is over! this sunday's facebook live sale, we are very excited to share with you some of the popular products from @newmoonsg!⁣
⁣
yes, their frozen australian abalone, razor clams, essence of chicken, bird's nest with rock sugar, organic superice, premium oyster sauce will all be on sale. you can whip up a good meal with their hainanese chicken rice paste, laska paste and bak kut teh spices. we will also be selling premium rice dumpling bundle with new moon abalone. ⁣
⁣
confirm plus chop, the prices on my facebook live is cheaper than their retail and online store. the discount can be as good as 40% off. plus, we will be doing live auctioning of abalone! ⁣
⁣
so see you this sunday 8pm!",186,0,[],bak kut teh,Chinese
397,17/06/2020,misstamchiak,we have been working very hard the past two days. so glad that we have finally slow down today and have a proper meal. thank you @jooooostina for sending some xing hua food over. yums! 💋,991,6,"['Take care !', '🤤drooling', '👍😊👋', '😋😋', '😄 Glad that this food helped to recharge you!! ❤️ Do take care of your health even as you work hard!', 'Amazing😍']",,
398,17/06/2020,misstamchiak,now it’s my turn to try mala oden! get it from @snacksdeliverysg!,656,15,"['😍😍', 'OMG', 'Good day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', ""It's... meh"", 'Chopstick skillz! ❤️', 'Yummy 🔥🔥🔥', 'Thank you!!💕💕', '😍😍😍', 'Wow I love oden! But never had mala ones!!!', 'Wah wah wahhhhh! This looks exciting laaaaaa', '@heelenggg', 'Wa!!!! Likes x 3000 ✌🏻', 'Wah chio pic!']",,
399,16/06/2020,misstamchiak,"treat your dad to a wholesome and hearty meal from @alpinespringcatering this father’s day! suitable for 5-7pax, the halal mini buffet has 7 different courses for you to choose from. ⁣⁣
⁣
we were really impressed with the emperor herbal chicken. expect a whole tender chicken slow-cooked in a heady broth with herbs such as angelica root,wolfberries and lovage rhizome. there is no better party fish than the homemade thai style mango fish. the sweet and sour sauce pairs perfectly with the fried fish.⁣
⁣
seafood lovers should not miss their imperial seafood pot that’s packed with savory and briny flavours from hokkaido scallops, sea cucumber, tiger prawns and sliced fish. we also had white pepper clams and seafood beancurd roll in chilli crab sauce.⁣
⁣
call 6570 9888 or visit https://www.alpinespring.sg/ to order now!",587,3,"['amazing😍😋', 'HI FRIENDS AND FAMILY I BUY OLD MAL🇲🇾(coin$note)10KMYR PER ONE ☝ OLD BRU🇧🇳(coin$note)10KBND PER ONE ☝ OLD SIN🇸🇬(coin$note)10KSGD PER ONE ☝ Ya ALLAH-🤲🤲-!!!!!!!!-01', '👏🔥❤️']",chilli crab,Seafood
400,16/06/2020,misstamchiak,we were really excited to receive the tomahawk from @stuffedwinglab! it’s so juicy and perfectly marbled. order this rolls-royce of steak this father’s day (21 june) and you get free yakitori sticks. only $89.90! get it from https://order.stuffedwing.com/,455,8,"['Waaaa!!! 😋😋😋', 'Yumm! But i see someone with long legs holding a frying a pan!😅😅', '哇咔咔', 'holymoly😱', 'Is it good ?', 'This is heavenly!', 'I buy old  money collector I buy old UAE 🇦🇪 🇲🇾MYR <10k> per one ☝ 🇸🇬SGD <10k> per one ☝ 🇧🇳BRU <10k> per one ☝ 🇨🇳CH or any country coin and note.\nPm me!!!!!']",,
401,15/06/2020,misstamchiak,"[ free 16 head abalone when you order father’s day menu ] the best gift you can give dad on father's day is a full stomach. whether he's a meat guy, or more of a seafood fan, @onandondiners father’s day mini buffet set will be perfect for him. suitable for 5-7pax, the buffet has 7 different courses for you to choose from. ⁣
⁣
some of my favourites include the imperial seafood pot that’s packed with savory and briny flavours from hokkaido scallops, sea cucumber, tiger prawns and sliced fish. the succulent teochew style braised duck which comes with a thick braising sauce is very tasty. i have many servings of rice whenever i order their nonya pineapple assam fish. we also love the golden otah kong ba pau and chinese spinach with trio of egg. ⁣
⁣
receive a free can of on & on diner’s 16 head abalone if you order their father’s day menu by this wednesday (17 june). call 6570 9939 or visit https://www.onandon.sg to order now!",488,1,['😍😍😍😍'],,
402,15/06/2020,misstamchiak,"[facebook live sale thursday 8.30pm] let’s celebrate the end of phase 1 with the best-selling ice cream from @swensenssingapore this thursday (18 june 2020)! ⁣
⁣
we will be selling some of the well-loved flavours in sweet bundle deals. expect bandung, durian supreme, cookies 'n' cream, sticky chewy chocolate, maple walnut, strawberry, and more. there will also be funfetti and black forest ice cream cake, as well as happiness in a box! ⁣
⁣
plus, you’ll get a $5 voucher with each purchase of the bundles and cakes during our facebook live! these vouchers are stackable, so the more you buy today, the more vouchers you will accumulate for use.⁣
⁣
jio all your ice cream buddies to watch our facebook live this thursday 8.30pm!",295,4,"['🍷🍧🍧🍧🍧', '@venuslimm legooooo hurhur', 'omg @victhellama', 'We can’t wait! ❤️']",bandung,Drinks and beverages
403,15/06/2020,misstamchiak,"simple lunch using @tunglokgroup’s heat & serve products! we had the comforting herbal chicken, mala duck wings and pork ribs with plum sauce. these pre-cooked meals are vacuum packed to retain the freshness. all you need to do is really just heat and serve. from now till 30 june, enjoy 10% off with the promo code “home10”. visit www.homefiesta.tunglok.com to purchase!",479,6,"['😋', '✨🙏🏻✨amazing photo ! Thanks @misstamchiak !!! 😋😋😋', 'Must it be consumed immediately or can freeze for another’s day consumption...', '♥♥♥♥♥♥♥', 'wow😍😍😍']",,
404,15/06/2020,misstamchiak,the bee hoon in bukit gombak which a lot of taxi drivers love!,862,28,"['V long q leh', '@qiuuing not far from our hood!', 'yummy😋', '😘😋😘😋', 'Love it so much!!!❤️❤️❤️', '👍', 'My family and I love it too!', '@mingzybaby have we had this', 'best!', 'Wah I need to figure out exact address 🤗', 'Any name of stall, coffeeshop? 🤤', '@i_am_nigel_wong', '@misstamchiak ur caption put blk 359 bukit batok but in ur msg u put bukit gombak, may i know which is correct? Tks', '@osyleo23 same coffee shop as the bak chor mee', 'Great😍', 'I am at 359.. theres no such stall 😢']",,
405,14/06/2020,misstamchiak,"yum cha tonight! are you ready? tonight’s facebook live, we have got about 20 dim sum items from @yumchasg for sale.⁣
⁣
from your favourite siew mai, har kau, egg tarts, custard bun and carrot cake, to more unique ones like squid ink dumplings, scallop pea-shoot dumplings, crispy red bean with banana and chocolate piglet bao.⁣
⁣
lots of giveaway happening throughout the live, and we are going to bid for yum cha petite dim sum set! free delivery about $60. if you spend more than $80, you get a free xo carrot cake!⁣
⁣
see you on miss tam chiak facebook live tonight 8pm. please jio all your yum cha tai-tais in! 👩🏻‍🦱",393,5,"['Good day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', '😍😍😍', 'You post says 14 July though 😂 but yes will be checking it out tonight. Thanks!', '*your', 'can do this live again please']",,
406,13/06/2020,misstamchiak,"rusnah cafe’s gado-gado has crispy and savoury fish crackers on top of the usual ingredients. often the top choice at the eatery, the gado-gado is blanketed with a thick and fragrant peanut sauce which makes this dish a winner.

address: sime darby centre, 896 dunearn rd #05-01a, singapore 589472

read more: https://www.misstamchiak.com/rusnah-cafe/",315,4,"['I love gado gado. Not many Nasi Padang stalls selling it.', '😋🤤🤤🤤', 'Goodness I have been going there for Cold Storage and what not for so many years and din know there is good food upstairs 🤦🏻\u200d♀️ gotta try ASAP 😆', 'Love this place! Their food is pretty good!']",,
407,13/06/2020,misstamchiak,"dinner tonight is fuji duck from toa payoh lorong 8 as they are doing free delivery for sengkang, ang mo kio, punggol, bedok, tampines, pasir ris and tao payoh! in addition to the braised duck, i also ordered their meatballs, chap chye and soups. what a feast! whatsapp 97627676",1086,8,"['How to order?😅', '😋😋😋', 'PM delivery link pls. 🙏', 'yum😋', 'Delivery link pls', 'Shiok', '@supersolidsteve']",,
408,12/06/2020,misstamchiak,in love with cempedak crumble from  @cshhcoffee! thank you @therantingpanda for the care pack!,666,2,"['yummy😋', 'Cshh is the best, cravin for their coffee 🤤']",,
409,12/06/2020,misstamchiak,"last night’s dinner was @britishhainan’s hainanese set which consists of curry rice, herbal mutton soup, oxtail soup, chap chye and tofu!",855,10,"['Looks great! We love their food!', ""Cousin of Colbar! That's how we see them hahah"", 'Dayymmm looks so good', 'Is it Hainanese who has turned British or British who has turned Hainanese ?', '😋 yum', 'delicious😋', 'I love their food, esp oxtail stew. Super yummy!', 'Thank you Maureen!', '🙏🏻🙏🏻🙏🏻']",,
410,11/06/2020,misstamchiak,"[facebook live 14 june (sun) 8pm] dim sum lovers, wave your hands! this sunday night, we are bringing you some of the signature items from yum cha restaurant 飲茶酒樓 @yumchasg! ⁣
⁣
yes, all your favourite dim sum will be on sale! expect egg tarts, siew mai, custard bun, carrot cake, crystal paper chicken, lotus leaf glutinous rice, pork ribs, squid ink dumplings, bbq pork bun, mango pomelo sago and more. there is also black chicken soup with american ginseng, and braised pig trotters in vinegar. many items will be delivered frozen, so you can steam it as and when you want. very convenient! just for that night, the prices are cheaper than their online store. ⁣
⁣
yum cha's dim sum chef is making a special appearance and will show you how to make their signature dim sum items. plus, we are going to have a live auction of their dim sum set. yes, you decide on the price! just remember to look out for the timer! ⁣
⁣
free delivery above $60! if not, $10 delivery fee applies. you can choose your delivery date between 17 june (wed), 18 june (thu) and 19 june (fri). see you this sunday 8pm! let's yum cha together!",461,6,"['Waaaaaaahhhhh 😍🤤', '@11leeco this looks so good', 'ZGood day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', '请问还有这间店吗？', '你都没给我看图片，叫我怎么订购呢？', 'I missed the LIVE. Still can order?']",,
411,11/06/2020,misstamchiak,"run by two sisters who are eastern malaysian, 林玉梅 lin yu mei kolo mee serves two dishes: kolo mee ($4/small & $5/large) & sarawak laksa ($6). the kolo mee here really evoked nostalgia. the fragrant lard oil used makes the bowl of noodles incredibly aromatic.

the sarawak laksa comes with beehoon, a few average-sized prawns, chilli and lime. the beehoon soaked up all that flavourful broth!

address: 14 haig road, haig road market & food centre, #01-33 singapore 430014",371,16,"['@tguoyi @weihantann @xiaolongbaoooo @xiaolongbaoooo @zayden_phuaweileong @andxeagoh @ralphlohren @isaac.kwa', '@valerie_pinky hv u tried ?', 'even the way they pack the noodles is Sarawak style 😜', 'I happened to order This kolo mee  yesterday from Sengkang branch, theres no crispy lard leh... 😅', 'Any delivery?', '😋yum👍🏻', '@lvrfrancis 😮', 'Tried this yesterday at the Sengkang one. Tasted nothing close to the original kolo mee in east Sarawak.', '@shan.delierrr 😭😭😭', '@kennydeinsta']",,
412,10/06/2020,misstamchiak,"starting to workout for the past two days. today i wanted to head out to buy fried chicken to reward myself. but my friend @liyiyay got me lei cha from @loveufoodsg and says my husband need to jianfei! 😂 food is not bad, please buy more for us next time.",549,5,"['🤤', 'Where can get this?', 'Lei Cha can Jianfei?? 😄😄', '雷茶超好吃的！😍', '💕😋']",,
413,10/06/2020,misstamchiak,"see you tonight 9pm on miss tam chiak’s facebook page! tune in for exclusive deals on some of your favourite @neogardencatering dishes (hint: curry bomb, popiah diy set, boba bread & butter pudding & many more!). this is a one-day only special, so hurry and gather your group-buy kakis to get the best deals during this facebook live!",688,8,"['This is good!', 'See u tonight', '😂 U feeding us well!', 'Is this safe to use PE containers inside the bun to the oven', 'See you tonight ❤️❤️', 'Looking forward', '😘😋😘😋']",popiah,Chinese
414,09/06/2020,misstamchiak,the new gula melaka kueh salat from @ilovemrskueh is the bomb! the thick and creamy gula melaka is paired with soft glutinous rice. serve it with mao shan wang durian purée and it’s da bomb!,781,8,"['Mao Shan Wang is our favourite too! Simply cannot resist 😍', '😘😋😘😋', '😋yummy👍🏻', 'Omg 😍 stuff of my dreams', 'PM me back if you have old 🇲🇾Malaysian, Dubai, UAE, Singapore,Brunei,China coin or note for sale!!!! The open price per pieces is 10,000', ""@thedottyness , what's yr view?"", 'Want to be bo tamchiak also tuff. Definitely try this 👍', 'Can i order for delivery']",kuih,
415,09/06/2020,misstamchiak,"we had a feast from @shaoparadise, a hawker stall in amoy street food centre run by a 70-year-old uncle. despite being an amputee and having gone through bypass surgery, he still goes to the stall daily to cook. the tender steamed chicken comes dressed with sesame oil, and goes well with its bowl of chicken rice. beyond that, the chilli sauce also packs a tangy punch. no doubt, this is the thing that makes the chicken rice meal. ⁣
⁣
anything with their signature thai chilli sauce is a must-order. we had the thai tofu and thai style gizzard. it is sweet, savory, tangy and spicy, the thick consistency makes this sauce the perfect compliment. honestly, i was asking if they can bottle up this sauce. ⁣
⁣
don’t forget to pair your meal with their shrimp dumpling soup. wrapped with fresh shrimp, minced meat and crunchy water chestnut, the plump dumpling was packed generously with ingredients and every bite made me crave another. ⁣
⁣
i had multiple servings of their black vinegar pig trotters. the tender, gelatinous pork trotters is beautifully simmered in the aromatic yet pungent sweet and sour black vinegar.⁣
⁣
bentos are available as well. islandwide delivery available. whatsapp 97697868⁣ to order! ⁣",667,8,"['😋😋😋😋😋😋', '❤️ @misstamchiak', '😍😍🤤 looks yummy', '@wenyalim At Amoy.', '😋yummy👍🏻', 'Name.of stall+unit no?', 'So hungry 😋😋']",,
416,08/06/2020,misstamchiak,"[facebook live 10 june (wed) 9pm] customise your own mini buffet this father’s day! on wednesday night, we are bringing you some of the hot favourites from @neogardencatering! one day special!

expect dishes such as the famous curry bomb, popiah diy set, canton duck crepe diy set, korean spicy chicken with steamed bun diy set, mala popcorn chicken, shepherd’s pie, yam paste with gingko nut, cream puff, nonya kueh, boba bread and butter pudding and more! most of the items are exclusively for this facebook live and are not available for purchase on its own from their website. and cheaper than what u get online.

free delivery above $80! if not, $10 delivery fee applies. you can choose your delivery date between 13 june (sat), 14 june (sun) and 15 june (mon). there are close to 20 delicious items on wednesday night. so hor, don’t sleep too early lah. i will talk faster ok. see you this wednesday 9pm!",318,3,"['Looking forward to the live session!', '👍👍👍', ""Oh I LIVE BUFFET CAN'T wait for THAT DAY TO COME THANKS for SHARING MISS TAM CHAIK .""]",popiah,Chinese
417,07/06/2020,misstamchiak,"[facebook live tonight 8pm] if you are waiting for @oldsengchoong pandan cake, it is back. we have got in new moulds to start production and extracted a lot of pandan leaves to achieve that fragrance again. i am so happy to announce that it is finally back and we will be selling it on our facebook live tonight 8pm. it will be the first item on our list, so don’t be late hor! tonight is the night! 💃 see you on miss tam chiak’s fb page!",745,3,"['Will support tonight!!', '😋', 'The OSC pandan cake was so good! My kids and I demolished it in minutes!']",,
418,07/06/2020,misstamchiak,"if you would kill for some kickass croissants, you need to visit konditori artisan bakes! the croissants here are absolutely delectable! their flaky and buttery butter croissant had a nice crisp and soft core. the pastry was slightly sweet, with a touch of saltiness coming through as well. if you want something more luxurious, try the red velvet croissant, which contains a luscious cream cheese filling.

continue reading at miss tam chiak: https://www.misstamchiak.com/breads-and-pastries/",1210,15,"['要！😍❤️', 'Assalamualaikum everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', 'Assalamualaikum everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', ""Yes I've been wanting some kick ass croissants without having to hang by my screen or a Facebook page though 😅"", '@suyinnyeoh @babiestoboys', '@11leeco looks amazing', 'I love their pastries!', '❤️ Oh my 😋😋😋', '😍', 'My favourite is Rocher and Dark Angel 👍🏻', '@ackabr', 'Wow !!! That looks good!!', 'Red Velvet croissant? What’s the taste like? 😋', 'So nice 😍', 'Cool😍']",,
419,06/06/2020,misstamchiak,"[ facebook live sunday (7 june) 8pm ] are you excited? we will be debuting the newest chiffon cake flavour from @oldsengchoong – orange chiffon cake! so fragrant, this luscious moist cake is full of flavour! and it flows! ⁣
⁣
and if you are have been craving for the pandan chiffon, it is back! yes, you can get it from our facebook live tomorrow night. limited hor! salted egg chiffon cake will be available too!⁣
⁣
on top of that, we will be showcasing some of my favourite items from old seng choong, which includes black sugar walnut cake, truffle butter, mushroom soup, durian bread & butter pudding, pecan pie, tiramisu, otah otah tartine, brioche, ciabtta, salted fish pork patty and more! ⠀⁣
⁣
our prices are same as what you will get on old seng choong’s facebook live. and it is free delivery above $60 spend. if not, $10 delivery charge applies.⠀⁣
⠀⁣
see you at 8pm tomorrow on miss tam chiak’s facebook! 不见不散!",1075,8,"['😍😍😍', 'omg😍', '😱', '#sgfoodies #whati8today #sgfood #sgfoodie #instafood_sg #eatoutsg #sgeats #hungrygowhere #foodsg #8dayseat #singaporefood #iweeklyfood #sgunited #sgigfoodies #burpple #singaporeinsiders #sgfoodblogger #igsg #foodiesg #sgblogger #sgfoodiary #recipes #recipe #easyrecipes #sgfood #singaporehomecooks #sgcook #sghomecook #homecookedgoodness', 'Looks so yummy 🤤', '💖💖💖', 'Looks rough and dry.', 'Great😍']",,
420,06/06/2020,misstamchiak,"the husband treated me to my favourite truffle wagyu rice bowl from @tamashii_sg last week. the restaurant also makes very good burnt cheesecake that is so light and so easy to love. it is gooey and creamy inside with a lovely caramelised top. then for today’s lunch, we cooked a simple bowl of ramen using their ramen kit. the chicken stock is my favourite, i really want to go back japan soon!",1045,10,"['😍wow', '@simplybypaul waaa', 'Omg everything looks so good!!! 😍❤️💯', 'Wow! Everything looks delicious', '@silvia9_08', 'Are those organic eggs??', '😘😋😘😋', 'Omg looks so yummy 🤤', 'Drooling over your photos!!']",,
421,06/06/2020,misstamchiak,"teo kee minced pork noodles offers quite a variety of ingredients to go with their noodles. each slow cooker held a different ingredient (pork ribs, chicken leg, chicken wing and egg) and each of the stews was prepared using a different recipe.

address: 137 tampines street 11, #01-05, singapore 522137

continue reading at miss tam chiak: https://www.misstamchiak.com/teo-kee-minced-pork-noodles/",261,2,"['Yummmy❤️', '😍😍']",,
422,06/06/2020,misstamchiak,"ordered from @seng_kee_black_chicken today because i was craving for something soupy. i always go for their pig organ mee sua. it is so comforting and the ingredients are fresh. on top of the mee sua, i also love their spicy steamed fish. it’s my first time trying their chao ta bee hoon. whoa, i am impressed! so much wok hei in the noodles and it’s loaded with prawns and eggs. don’t forget to drizzle some lime and pair it with sambal belachan, shiok!",855,13,"['The orang meesua & Chao ta beehoon looks damn legit 😍🤤', 'Take away??', 'So ngam! I was looking for this yesterday 🤔and I wondering whether dine available?', '😍🤤', 'Wow I’m keen to try the Chao ta bee hoon! Thanks for sharing', '🥺🥺', 'I recently ordered their 豆汁Lala also super nice!!', ""Omg I miss their food so much... Didn't know can order 😍😍😍""]",sambal,Malay
423,05/06/2020,misstamchiak,"dinner last night was from @missvandasg, the delivery arm of @restaurantlabyrinth. i was pretty excited because @han_lg is always reinterpreting traditions. ⁣
⁣
one of the offerings on miss vanda is the labyrinth signature “ang moh” chicken rice. chef han’s grandma used to work as landlady and housekeeper cooking for a british family. hence, this is her version of the quintessential hainanese chicken rice. the aromatic chicken rice is served with juicy free range kampong chicken and creamy chicken and mushroom sauce, complete with the nicely charred crispy rice bits. this is like the singaporean risotto. ⁣
⁣
we love the wagyu buah keluak rendang. they slow braised it overnight, hence it is so tender. and the flavours are enriched with buah keluak, which is known as asia’s truffle.⁣
⁣
their seafood laksa is super rich and creamy. it is served with grilled argentinian red prawns,  local green lip mussels, homemade fish paste and crabmeat dumplings. we also had the boneless crispy har cheong chicken wings and hainanese style sweet and sour sakura pork tomahawk.⁣
⁣
don’t forget to get a bottle of hainanese kaya for breakfast the next day. it is made with fresh coconut milk, local organic free range eggs and young pandan leaves, gently stirred for over 2-3 hours. ⁣
⁣
minimum spending is $50. they are open 7 days a week and they do islandwide delivery at $10 flat fee no matter where you stay or work. self pick is also available, at esplanade mall 02-23. ⁣
⁣
order from www.missvanda.sg today!",837,3,"['lovely😍😍😍', 'Prawn ..so big and yummy 😋 delicious food 😋😆☺️.. homemade kaya', '😍😍😍😍😍']",hainanese chicken rice,Chinese
424,04/06/2020,misstamchiak,"[win $100 dining credits this friday’s facebook live 8pm] still working from home and running out of ideas what to cook? for the very first time, @penangculturesg has launched their soup and sauce packs to get you start cooking at home! plus, we will be giving away $100 dining credit if we hit 1000 views on our facebook live tomorrow (friday) 8pm! ⁣
⁣
here’s what we will be selling: prawn noodle soup, assam laksa soup, muar otah, rojak sauce, penang chicken roll, achar, sambal belachan, bbq grill sauce, chilli crab sauce, char kway teow sauce, beef rendang and frozen fresh grey prawns. chef from penang culture will be showing you two simple recipes which you have no trouble whipping up at home. these sauces and soup bases will only be available during our facebook live tomorrow. you cannot get it anywhere else after that! ⁣
⁣
we will also be announcing an exclusive deal for their father’s day set menu. and if you purchase from our fb live, you will stand a chance to win $30 dining credits during our lucky draw. 有买有送! oh yes, the food items are all #halal-certified. please jio all your friends and see you on friday 8pm!",280,1,['✨😍🙌🏽'],char kway teow,Chinese
425,04/06/2020,misstamchiak,your favourite burger place @shakeshacksg is opening their third outlet at liat towers in third quarter of 2020!,787,4,"['There is one at jewel. Where is the second one!', '😋😋😍😍']",,
426,04/06/2020,misstamchiak,"we have covered a few places in jurong, ang mo kio and bedok where you can taboo from so do check them out if you are running out of ideas for mealtime. this week, we returned to the west in search of some delicious food in clementi & west coast. read on to find out more especially if you reside in the west!

continue reading at miss tam chiak: https://www.misstamchiak.com/clementi-west-coast-dabao/",853,12,"['#blacklivesmatter #weseeyou', '@yasminnecheng suggested them for rojak too! Maybe I should make a trip to the west', 'Pls try @rojakstory!🐈 They have some very interesting ingredients for rojak', 'It’s been a while since I see the brothers dance as they prepare the rojak!!!', 'Best rojak if u like your rojak saucy.', '😋😋😋']",,
