,timestamp,Username,caption,no. of likes,no. of comments,comments,food
357,31/5/2020,ieatishootipost,"Had a sudden hankering for Wantons today! I am referring to the local version which is filled with small,  bite sized minced pork — the type they serve with wanton mee. After boiling, I just toss them in a bit of shallot oil to prevent sticking, and a dash of light soy sauce. Bit like eating ravioli! It’s really a meal by itself! 
I have been toying with the perfect wanton recipe (the local type, not the HK type) for a while now. The filling has to be mainly pork with a flavour you just have to keep eating. Today I seasoned the pork with fried white pepper and salt, fried sole fish powder, oil, Chinese wine, cornflour and water. For a better bite, I added extra diced pork fat. Quite close, but can still improve. Water chestnut is not in the recipe as I feel it will turn it into a sui gao instead. Any other suggestions are most welcome!",1141,22,"['Sesame oil, white pepper and soy sauce does it for me... and probably work on the folding, which will elevate the texture when u take a bite 😋', 'Yum 😄 we made these last week 👌🏻', 'Fried white pepper?', 'How about add some chopped 黑木耳 . 🤔', 'Add woodear or Chinese mushrooms?', 'May I ask what fried sole fish powder is that ??', 'Get a thinner wanton wrapper. A trick you can try if you have a pasta roller. Set the roller to the thinnest setting. Place 2 wonton wrapper n roll over. It will further thin it out', '@virnawong That would be sui gao', '@danielchong78 Actually these skin turned out quite ok', 'Add a little shrimp?', 'Tiger prawns (Diced) and Crispy Pork Lard bits', 'Pinch of sugar', 'I love Wanton truly a meal itself', 'looks so good😋', 'May I know where can I buy the fried sole fish powder? Thanks 🙏🏻', 'How about the soup ? Do you have a soup stock prepared? Thanks', 'Sesame oil impt', 'Wow! Can you next to a video tutorial on how to wrap wantons? I’m bad at wrapping them 😳', '🤤🤤🤤']",food 0
358,30/5/2020,ieatishootipost,"Here's a recipe that is perfect for those of you who are beginner cooks! It's inspired by the scrambled egg sandwich that is so popular in Hong Kong! Unlike the Western style scrambled eggs, this method results in layers of tender, velvety and really yummy eggs which is just perfect in a sandwich with luncheon meat and a cup of kopi/tea! Recipe here: bit.ly/ieatScrambleEggs

If you haven't started cooking yet, what are you waiting for? All you need is two eggs, butter, salt and a pan. You can even omit the cornflour slurry if you don't have it handy!

Which brand of luncheon meat would you recommend?",1338,35,"['I like Ma Ling.', 'Highway!', ""Don't need to add milk for the egg?"", 'Thanks for the corn flour slurry tip! Did you change the heat after the eggs went into the pan? I notice your hand went to adjust something? I have a hard time getting the right level of heat. Thanks.', 'Has to be Maling!', 'Highway! But must choose the Ham pork luncheon meat', 'Can u come out w a recipe that can produce that white bread? I have tried so many recipes but none is close to the HK cafe white bread.', 'Made-in-Singapre Golden Bridge luncheon. Less fatty, less salty & really yummy. All the China brands are much much fattier n contains undesirable amount of salt n preservatives.  Once you try, you will know the difference. 👍', 'What kind of bread did you use', 'hi.. i like your wok spatula... where did u buy from? ☺️', '💕💕Yummy', '@cat.koh 👍', 'Ma ling', 'Highway Ham Luncheon Meat😻', 'Golden bridge ftw', 'Just made this for family brunch! Yummy! 😋', 'Thanks for the corn flour tip! ❤️', 'Hi Dr Leslie, Thank You for sharing the recipe. Where can I get the round green tin of Luncheon Meat as shown in Singapore?  Hope to hear from you and have a wonderful week ahead.', 'richam from Korea', 'Corn flour? Wow!', 'Yum yum @mishwh @howardhoch you want?', '@leelayhuan can we make this next haha', '❤️😍😍😍❤️👏👏👏', 'Oh wow']",food 8
359,30/6/2020,misstamchiak,Needed something soupy for dinner. I have been craving for BCM for a long time. I finally get to eat it! 😍,1585,16,"['😍🤤omg', '🤤🤤🤤', 'WANT LEH', '😍', 'This is soooo much better than fengshan BCM. I love it 😆', 'I agree. This is the original store.', 'Yummm! I love BCM. 😋', 'This is good. I love it 🤤🤤', 'This makes me feel very full', 'I missed BCM so much!', '🤤🤤🤤', '@nclcelest', 'When I ordered delivery. Taste and quality wasn’t good. Not sure if quality deteriorated over the years. Last ate before I ordered this year was many years ago. Was quite disappointed actually.', '@b_tang07']",food 2
360,30/6/2020,misstamchiak,BURST,686,8,"['👍👍😋', '👍👍', '@pamgoi @_hsinj_ @amalietan time to give it a second try this place !', '@shanheartdance 😍', '😱', '🤤🤤🤤🤤', 'The best! 💖', 'Yummm looks amazing!! 🤤😍❤️']",food 7
361,30/6/2020,misstamchiak,Back to our usual dim sum spot over the weekend. It has been a while!,729,12,"[""I'm old money collector and I just wanna informed you to PM me back If you have old🇲🇾 Malaysian, Dubai, UAE, Singapore, Brunei,china coin or note for sell!!!! the open price per pieces is 10,000"", 'Our favorite too!!! 🤤', 'Hello I buy old MALAYSIA 🇲🇾 (coin$note)10kmyr per☝️\nOld Sin🇸🇬 (coin$note)10ksgd per☝️\nOld BRU(coin$note)10kbnd per☝️\nYA ALLAH🙏💼💼💯💯💯💯', 'Haha... Sunday we just went for the yummy dimsum😋', 'Wow', 'Looks nice 😋', '👍', '😋😋😋', '@helloahsoh do you think they have the beef balls?', '😍😍']",food 8
362,29/6/2020,misstamchiak,Time for some healthy lunch!,283,10,"['@sarahjanester @shllspngt miss this!!', '@mscleanaddict @gisetetay @mango_flamingo @blueystarr @evaevacheung 💖💖', 'Thanks again! Come early to avoid disappointment! 😂', 'Wah Lau eh!!!! I’m craving for thunder rice!!', 'Love this stall’s Lei Cha!!! Been there a couple times. Seriously good! 👍🏻', ""Yes tried, it's nice 👍""]",food 4
363,28/6/2020,misstamchiak,"Those who love Thai food, see you tonight 8pm for our Facebook Live with @soithaisoinice! We will be giving away $50 dining vouchers!

Tonight, we will be showcasing Braised Pork Knuckle, Deep Fried Pork Skin, Thai Chicken Wings, Grilled Pork Skewers, Prawn Donuts, Seafood Sauce, Thai Milk Tea and much more! These dishes are prepared in the restaurant and vacuum packed nicely. So you can cook as and when you want! Yums!",198,0,[],food 4
364,28/6/2020,misstamchiak,Do you like your prawn noodles dry or soup? 🍜,1162,22,"['soup 🍜', 'Soup!', 'Soup! Must drink up the cholesterol 😋', 'soup ofcourse😊👍', '@atsladele', 'Dry', 'soup better for me', 'Dry 😍', 'SOUP!!', 'Dry! With 3 bowls of soup 😆', 'Soup soup soup!😁', 'I like it dry but will have a soup on the side! 😋', 'Soup', ""I'm team soup hahahhaha"", 'Soup!', 'Ordered this via their delivery a Cooke of times during CB. Was so satisfying!❤️', 'I like both!', 'soup😋', 'Wow this prawn noodle very delicious.', 'Where? PM pls', 'DEFINITELY BOTH 🤤']",food 1
365,27/6/2020,misstamchiak,Parfait cups from @frutijon are the best for weather like this 🥵 Love the strawberry shortcake cup!,456,5,"['Despite this Covid-19 Pandemic Situation which forced us all into self cell, we can actually earn from home simply by investing in stocks through the guide of @official_michael_d_daniels . I have actually earned close to $22,000 just this past few weeks. For more info contact @official_michael_d_daniels', 'Good day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', 'Where to buy this @misstamchiak ?', 'look delish!']",food 7
366,27/6/2020,misstamchiak,Brunch tastes better with great company. 🤟🏻,815,5,"['Despite this Covid-19 Pandemic Situation which forced us all into self cell, we can actually earn from home simply by investing in stocks through the guide of @official_michael_d_daniels . I have actually earned close to $22,000 just this past few weeks. For more info contact @official_michael_d_daniels', '🔥👏❤️😍', 'good food always taste better when shared 💯', '😍😍😍', 'Like it']",food 6
367,27/6/2020,misstamchiak,"Tonight at 9pm, we are giving away FREE @newmoonsg 60th Anniversary Braised South African Abalone to three lucky winners. We will be doing live bidding for their 1.8kg Treasure Pot. For orders above $60, you can just top up $19 to get a 30cm Forged Yuan Yang Steamboat Pot! It is a must-have for families who enjoy two different soup bases for steamboat. ⁣
⁣
Don’t forget to grab the New Moon Inner Radiance Collagen Drink (50% OFF), Flying Wheel Braised Abalone, Premium Muar Otah, World of Chia Spread, Laksa Bundle, Chilli Crab Bundle, Essence of Chicken and SKIPPY SQUEEZE! Free delivery above $60, see you tonight 9pm!",271,0,[],food 9
368,26/6/2020,misstamchiak,"Sweet and sour pork, chilli crab, cereal prawns... These are some of the dishes we love to order during a Zi Char meal. ATTENTION ALL ZI CHAR LOVERS –  this one’s for you! OCBC is offering 10% cashback* (up from 6% cashback previously) when you dine at 15 selected popular Zi Char places, and pay with an OCBC 365 Credit Card.⁣
⁣
Yes, eateries include your favourite Keng Eng Kee Seafood, New Ubin Seafood, Mellben Seafood (Ang Mo Kio), White Restaurant, Long Ji Zi Char, Nan Hwa Chong Fish Head Steamboat, Geylang Claypot Rice, Good Chance Restaurant and more! This means you can eat your favourite black pepper crab and still get cashback! Quite a good deal right? ⁣
⁣
Applies whether you opt for takeaway, delivery (if available) or dine-in. Valid from now till 31 July 2020 (*Minimum spend of S$800 on the OCBC 365 Credit Card in a calendar month is required to enjoy cashback).",384,0,[],food 4
369,26/6/2020,misstamchiak,"[ FACEBOOK LIVE 28 JUN (SUN) 8PM ] Sawadeeka! Our last Facebook Live Sale for the month is THAI FOOD from @soithaisoinice! ⁣
⁣
Head Chef Worawong Phairat (Olay) dishes are very vivid and intense. During this Facebook Live, he has prepared a list of authentic yet convenient menu which you can easily prepare at home. ⁣
⁣
These include Braised Pork Knuckle, Prawn Donuts, Thai Spring Rolls, Braised Duck Feet, Deep Fried Chicken Wings, Moo Peng, Deep Fried Pork Skin and more. We will also be selling their signature green seafood sauce, belacan sauce, and Thai Milk Tea. ⁣
⁣
So please jio all your friends who love Thai Food and see you this Sunday 8pm!",404,2,"['Yay! We are so excited!', 'I have purchased from them soooo many times this month and last!!! Their food legit 🔥']",food 1
370,26/6/2020,misstamchiak,What is your favourite dessert?,252,2,"['Good work deserves a good recommendation, may God reward you Sir Michael @official_michael_d_daniels I have start earning $16,600 with just a start up of $2000 in a week thanks @official_michael_d_daniels', ""I started a trading program with Mr Michael and I've continually received my payout from his platform with 3500USD you can get 25,500USD. connect with him now @official_michael_d_daniels you're the best.""]",food 5
371,25/6/2020,misstamchiak,"The husband is a big fan (friend) of Chef @jemnguee, hence we were really excited to try the new #dreamshopsg menu.

The new Daddy’s Dry Laksa won our hearts. The prawns and sotong are sourced fresh from wet markets daily. And the noodles are fried with their homemade rempah from @batulesungspicecompany.

The Buah Keluak Beef Rice Bowl features luxurious Rangers Valley Black Onyx Beef with a marbling score of 5/6. The rice is cooked with black nut and rempah, and served with ginger and torch ginger pickles. Big hearty flavours! 
Purchase from www.dreamshopsg.com",921,5,"['Hello i buy old MALAYSIA\n🇲🇾(coin$note)10Kmyr per☝\nOld SIN🇸🇬(coin$note)10ksgd per☝\nOld BRU🇧🇳(coin$note)10kbnd per☝\nYA ALLAH 🙏🌎🙏💯💯💯 TrUst AlLaH 🙏🙏🙏💯', '😍😍😍', 'Looks yum!', '😋😋😋', '🤤']",food 9
372,25/6/2020,misstamchiak,"*SEE YOU TONIGHT AT 8PM* Hop over to FoodPride Facebook Page at 8pm as we will be giving away 500 FREE breaded mozz cheese sticks during our Facebook Live! ⁣
⁣
FoodPride is a division of Angliss Singapore, manufacturing ready-to-serve products to restaurants and hotels. But tonight, it is their first time opening up to consumers! ⁣
⁣
Tonight, we will be selling mushroom soup, chicken teriyaki, lasagne, gyoza, chicken curry, ham, sausages, sauces, meatballs etc. So see you!",202,0,[],food 7
373,25/6/2020,misstamchiak,"[ FACEBOOK LIVE 27 JUN (SAT) 9PM ] Another round of @newmoonsg Facebook Live Sale happening this Saturday 9PM! This time round, we are showcasing Premium Muar Otah, Man Tou Bundle, Inner Radiance Collagen Drink, Chia Spread, Laksa Bundle, Chilli Crab Bundle, Braised Abalone and more. UP TO 50% DISCOUNT for a lot of products!

Spend $60 and above, top up $19 to get a Yuan Yang Steamboat Pot. The steamboat pot uses premium grade non-stick coating and it is very easy to clean. Plus, we are going to bid a 1.8kg New Moon Prosperity Treasure Pot and giving away FREE New Moon South African Abalone! 
Such an exciting Saturday Night, I will see you at 9pm ok? 不见不散!",352,1,"['""Focus on the journey, not the destination. Joy is found not in finishing an activity but in doing it."" All my gratitude goes to you Sir Michael you are the main source of my joy today... I got my profit and this  is what I got from your amazing platform. From the bottom of my heart, I thank you, and appreciate all you have done. Your generosity has given me new hope! Once thanks Sir Michael @official_michael_d_daniels I highly recommend you to Sir Michael @official_michael_d_daniels']",food 1
374,25/6/2020,misstamchiak,端午节快乐! Homemade rice dumplings are the best 💕,766,6,"['端午节吉祥如意❤️', '😋👍👍👍😍💗😘', '端午节思安!!cannot say 快乐😅', '😍👍🏻', '😋🤤']",food 3
375,24/6/2020,misstamchiak,"One of @crystaljadesg’s best selling dim sum is the signature HK char siew bao. It has a fluffy pillow-soft exterior with moist honey char siew filling. This will be one of the highlights into tonight’s Facebook Live Sale.

We have approximately 20 items tonight, most of the items are not available on their e-store yet so you will be the first to see and try them! Free delivery above $60 and we will deliver to you this weekend! Plus, we are giving away $50 DINING VOUCHERS tonight. See you at 8.30pm!",599,5,"['😍😋', 'Good day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', ""Two of my immediate family members - one in Los Angeles and one in Melbourne - Just started trading & investing with a professional crypto & stock market trader who's earning them approx. $45.6k - $65k weekly profits using automated trading softwares that generates profits consistently.\nWon't you be interested to learn?\nContact through\n@jennifer.lynch.co"", '😍😍😍', 'Yummm']",food 5
376,24/6/2020,misstamchiak,"Missing the prawn omelette from Hougang Oyster Omelette & Fried Kway Teow. Haven’t had it for a long time!

Continue reading at Miss Tam Chiak: https://www.misstamchiak.com/hougang-oyster-omelette-fried-kway-teow/",927,7,"['yummm😋😋', '#burpple #sgfoodies #whati8today #sgfoodporn #sgfood #sgfoodie #instafood_sg #eatoutsg #sgeats #hungrygowhere #foodsg #8dayseat #singaporefood #iweeklyfood #foodpornsg #sgcafefood #openricesg #sgigfoodies #burpplesg #singaporeinsiders #sgfoodblogger #igsg #foodiesg #sgblogger #sgfoodiary #visitsingapore #singapore #hawker #hawkerfood #hawkers', 'Damn this is the only time I miss home 😭😭😭😭😭', 'omg looks so delicious 😍', '😋', 'So delicious']",food 7
377,24/6/2020,misstamchiak,"[ FACEBOOK LIVE SALE 26 JUNE (FRIDAY) 8.30PM ] You never want to miss this Facebook Live Sale because we are working with @cpfoodssg to bring you some convenient ready-to-cook products from Kitchen Joy and Benja Chicken.

You can flex your new cooking skills with #KitchenJoy’s high-quality items such as Charcoal Grilled Teriyaki Chicken in Skewers, Fried Fish Slice, Charcoal Grilled Inner Fillet, Edamame Roots, Sliced Lotus Roots, Rapeseed Flower Leafy Vegetables and more.

It is so convenient it is to have fish soup noodle / vegetables at home without much prepartion. All items are pre-slice and pre-wash, thus it saves you lot of prep time. Plus you can even enjoy authentic Japanese charcoal-grilled teriyaki sticks in mins just by heating.

Don’t forget to also grab brown rice-fed chicken from @benjachickensingapore. This is the preferred chicken used in michelin star restaurants in Thailand. They are raised without hormones and antibiotics, and are tender and more juicy. It is available in chicken griller (whole chicken), skinless boneless breast, skinless boneless leg, and skin-on boneless leg.

Free delivery for purchases above $65. Plus, we will be giving away FREE Kitchen Joy Burger Set with a minimum spending of $75. It is going to be exciting! See you this Friday 8.30pm!",188,1,[],food 3
378,24/6/2020,misstamchiak,"Over the past few months, burnt cheesecake has become the darling of our local dessert scene. You see them in a lot of restaurants. Now, sister duo @fiftygramss has perfected their Basque burnt cheesecake recipe and are selling it online! ⁣
⁣
Their burnt cheesecake features a beautifully caramelized brûléed crust. It adds a mysterious, but highly enjoyable, flavour akin to salted caramel. I cut a slice for myself, savouring it from the burnt crust, to the velvety smooth centre. As compared to many other cheesecakes I have tried, their version is a lot richer and gloriously cheesier! ⁣
⁣
It can be eaten immediately (if you desire that lava effect) or you can store it in the fridge for two hours before diving into it. You can also pair it with a dollop of cream. Too easy to love! Whatsapp 9711 3198 to order.",1375,8,"['so yum😋', '#burpple #sgfoodies #whati8today #sgfoodporn #sgfood #sgfoodie #instafood_sg #eatoutsg #sgeats #hungrygowhere #foodsg #8dayseat #singaporefood #iweeklyfood #foodpornsg #sgcafefood #openricesg #sgigfoodies #burpplesg #singaporeinsiders #sgfoodblogger #igsg #foodiesg #sgblogger #sgfoodiary #visitsingapore #singapore', '😋😋😋', 'Great dessert! 😍😋🍰', 'Looks so good 😋', 'STOPP!!! YOU MADE ME WANT THIS SO BADD 😍❤️🤤', 'Amazingggg']",food 6
379,23/6/2020,misstamchiak,"Are you a fan of Beef Pies? If you are, you really need to head to Circuit Road to try some from @dp_creations_sg ! Continue reading at Miss Tam Chiak: https://www.misstamchiak.com/dp-creations/⁣
⁣
** This video was filmed before Circuit Breaker.",413,1,['#burpple #sgfoodies #whati8today #sgfoodporn #sgfood #sgfoodie #instafood_sg #eatoutsg #sgeats #hungrygowhere #foodsg #8dayseat #singaporefood #iweeklyfood #foodpornsg #openricesg #sgigfoodies #burpplesg #singaporeinsiders #sgfoodblogger #igsg #foodiesg #sgblogger #sgfoodiary #visitsingapore #singapore #hawker #video'],food 6
380,23/6/2020,misstamchiak,"[ FACEBOOK LIVE 25 JUNE (THUR) 8PM ] This Thursday, we will be doing the first Facebook Live Sale on FoodPride Facebook Page at 8pm! ⁣
⁣
Be a MasterChef in your own home with a range of ready-to-serve food products such as Mushroom Soup, Chicken Curry, Lasagne, Beef Burger Patty, Gyoza, Mozz Cheese Stick, Ham, Smoked Salmon and more. FoodPride manufactures these premium products for restaurants and hotels, so this is the FIRST TIME they are doing this special sale for consumers! ⁣
⁣
Atttractive prices & prizes not to be missed! We are giving FREE BREADED MOZZ CHEESE STICKS to first 500 customers who LIKE & SHARE their Facebook Page. **If you purchase above $60, we will deliver it for free together with your order. If not, you can self-collect at their factory. Limited to 500 customers. 😃 ⁣
⁣
See you this Thursday 8PM!",196,0,[],food 7
381,23/6/2020,misstamchiak,Today’s lunch is Millennium Hainan Chicken Rice at Whampoa. Tender and juicy poached chicken! They give free-flow of soup!,885,15,"['😱😱😱😍😍😍my favourite!!!', '@kittikuany', 'Wow the kway look juicy!!!', 'wow that chicken😍😍😍', '@ella.pillay @jdfree_ 😆', 'The secret is out 😅', 'You should try Eastern Chicken Rice at the same Whampoa Food Centre instead! Its my childhood favorite 😍 it sells out really early though!', 'Eng Kee chicken wing, open new outlet at Blk 505 west coast drive #01-1208.', 'The one in AMK also has free flow soup!', 'Address in AMK please']",food 9
382,22/6/2020,misstamchiak,"I have eaten Mapo Tofu, I have eaten Lion’s Head Meatball. But what if we combine both and eat together? Tonight, we are enjoying takeaway from @restaurantibid. Inspired by food anime Yukihira Soma of Shokugeki No Soma @foodwarsofficial, MasterChef Asia winner @woowaileong has interestingly combined Ibid-style Mapo Tofu with Lion’s Head Meatball and Scallion Oil Noodles. It’s weird initially but somehow, it’s tasty 😆 We paired it with Boneless Chicken Wings stuffed with Fish Mousse and Foie Gras, Cheese ShaoPing, Lao Gan Ma Coleslaw, Shaoxing Creamed Spinach ans Potato Puree. You must grab their Chocolate Chip and Walnut Cookies. That seductive brown butter and chocolate notes is great for a perk-me-up! They are still doing delivery this week, whatsapp 91518698 to order!",832,7,"['wow😍😋', '@jiaweno', '@markzusable', 'Delishh! 😋❤️', 'Yumm😍😍', 'Amazing😉']",food 1
383,22/6/2020,misstamchiak,Rainy day brunches are the best. Happy Monday!,593,6,"['OMG! Eggs Benedict and pulled pork! Both are my favourites!😍', 'Wowwwww we had the same food!', 'yasss😋😍', 'This makes me so hungry 🤤']",food 9
384,21/6/2020,misstamchiak,"TONIGHT IS THE NIGHT! That Australian Abalone from @newmoonsg ... is having 40% off just for tonight's Facebook Live. Limited quantity, first come first serve! It will be the first item tonight.

I will bao Bak Zhang using New Moon's Premium Rice Dumpling Bundle. We will also be selling Razor Clams, Essence of Chicken, Organic Superice, Bird's Nest with Rock Sugar, Abalone sauce, Oyster sauce and more.

FREE New Moon Bird’s Nest with White Fungus & Rock Sugar to be given away during the Facebook Live. And there will be live bidding for New Moon Abalone. SEE YOU TONIGHT 8PM!",205,0,[],food 6
385,21/6/2020,misstamchiak,"Where is your first dine-in? For us, we went to Hai Xian Zhu Zhou today for Tom Yum Ke Kou Mian!",1439,11,"['@angkukueh10', 'Good reminder! I need to make my way down there since it’s so close ☺️', 'Delicious', ""Agree it's tasty. Hope not 40 mins wait still"", '@martinarifinc', 'Waaah I shld try this one day!', 'PM me back if you have old 🇲🇾Malaysian, Dubai, UAE, Singapore,Brunei,China coin or note for sale!!!! The open price per pieces is 10,000', '😂😂', 'Ahhhh sooo nice I wish to try this out🔥', '💪💪💪']",food 0
386,20/6/2020,misstamchiak,"[ FACEBOOK LIVE 24 JUN (WED) 8.30PM ] We are very excited to be collaborating with @crystaljadesg for their first ever Facebook Live Sale this Wednesday 8.30pm.⁣
⁣
We will be selling an assorted range of Crystal Jade frozen/ready-to-eat products such as all-time favourite dim sum and roast delicacies like Signature Char Siew Bun, Siew Mai, Har Kau, Yam Cake & Carrot Cake, Crispy Pork Belly, Salt-baked Dang Gui Chicken, Braised Abalone and many more. Most of these dishes are new and you can’t get it anywhere else.⁣
⁣
What’s more? Tune in and stand to win Crystal Jade Cash vouchers! Order these fuss-free Hong Kong specialities via this Facebook Live! Put a reminder on your phone and we’ll see you online 😉",442,3,"['Wow so nice 😍', 'I’m interested to order food you recommended but didn’t know how to order. Is Visa credit card accepted?', '😍']",food 3
387,20/6/2020,misstamchiak,Celebrating Father’s Day with chilli crabs! 🦀,823,9,"['😍', ""How nice. I ordered father's day dinner from Melben too, but still waiting for my order to arrive for the past 2 hours. They are very late 😢"", 'yum😋', '@hema_k_selva', '@courses_and_colours ermagard 😋🤤', 'Crabs 😍', 'Think my crabs were not very fresh. Both were rather tasteless (not sweet or juicy). Which was a shame as the chilli crab sauce was just awesome!', 'Please take a look at our start up small business. Show us some support by following us. Thank you.']",food 8
388,20/6/2020,misstamchiak,Mapo tofu for dinner?,465,6,"['😍', 'yes please @misstamchiak 🙏', 'Nice?', '👏❤️🔥😍', 'Yes, please 😋😍! I loooove Mapo Tofu!', '🤤']",food 4
389,20/6/2020,misstamchiak,Today is bao bak zhang day with my family. We did a few special bak zhang some holiao from @newmoonsg. This bak zhang bundle will be available during my Facebook Live Sale tomorrow night. See you!,495,3,"['@davidhl69 這是粽子', '😍', '😍😍😍']",food 1
390,19/6/2020,misstamchiak,"Even though it’s Phase 2 now, we decided to still dine-in as much as we can this week. Tonight, we are having Madam Tan Nasi Lemak! Yes, it’s back guys! They are delivering the twice steamed Nasi Lemak to your homes! Choose from your favourite fried crispy chicken and pork, lemak chicken or beef rendang. You must definitely pair the meat with their #ownselfmake sambal tumis. Don’t forget to also get a slice of their Valrhona Chocolate Fudge Cake to end the meal. Available every weekend Thur to Sunday (from now till 9 Aug 2020), order it from @tginasilemak www.tginasilemak.com",630,2,"['nice😍😍😋😋', 'Thanks for the shout out 😍😍😍😍😍']",food 4
391,19/6/2020,misstamchiak,Love spicy food? Now there is Mala Oden Guan Dong Zhu! Order from @snacksdeliverysg www.snacksdelivery.sg!,337,14,"['😂', 'So cute! Lol', 'So oily', '😂👏🏻', 'Got discount code anot', 'Haha you can rap 👏😆', ""Love this. You have put a smile on my face. Alas we don't have such eats."", '@lalatissimo 😋', 'Well this is a wake up call to you all that have been swindled in one way or the other. Heres @trader_robert_mark and he rescued me from the hands of scammers.Well this is a wake up call to you all that have been swindled in one way or the other. Heres @trader_robert_mark and he rescued me from the hands of scammer', '😂😂😂😂', 'Haha so rhyme!', 'Is this available at major supermarket?']",food 5
392,19/6/2020,misstamchiak,"Remember my perpetually-loading, glitching image from yesterday? Don’t we all get annoyed with slow network connections! Well, Giga is here to change things up with a new, exciting plan! Enjoy 40GB at $20 for 12 months on giga, powered by Singapore’s fastest network. 
All giga plans come with FREE rollover data and no hidden fees. If you run out of data, just buy an extra data pack. There’s no registration fee as well, and support is available 24/7! 
giga truly values their existing users too, and all giga customers get to change plans anytime for free. This includes the 40GB for $20 plan 🎉

Time to ditch your slow network and join the @gigaexperience! #giga #ditchyourglitch #gigaexperience",463,3,"['Yah that constantly loading image was really annoying😂 😂', '❤️', 'I using giga also!!! Best switch ever since my 16 years with another telco which is tbh just very stupid. I literally went from paying abt $130 per month to $25 per month with Giga. Best decision ever.']",food 0
393,19/6/2020,misstamchiak,"HELLO PHASE 2!!! Wah finally we can dine in hawker centres, cafes and restaurants. Please be kind to everyone!",1045,10,"['👍', 'are you already having this?!😍😍', '😋😋😋😋😋😋', 'Not good now and not worth eating. 👎🏻 🤮', 'I jz ate last wk .😋😋😋', 'Where can i eat this? 😳😳😳', 'omg my favourite😋', 'Overrated!!!', 'Oh this is my favourite 🤤', 'Best in sg !!!']",food 3
394,18/6/2020,misstamchiak,"Cooked quick meal using @homefiestasg food items! Just boil can already, easy!",230,1,['✨😋✨THANKS YOU @misstamchiak !!!'],food 1
395,18/6/2020,misstamchiak,"[ FACEBOOK LIVE TONIGHT 8.30PM ] See you tonight for the ultimate ice cream party by @swensenssingapore ! We have sweetened the deal for you with amazing bundle deals.

Popular flavours such as Rocky Road, Durian Supreme, Bandung, Cookies 'N' Cream, Lower-sugar Chocolate, Maple Walnut etc will be available. We also got Happiness in a box (kueh lapis with rocky road) and ice cream cakes!

You will get $5 voucher with every purchase of the bundles and cakes. Free delivery with a minimum $50 purchase. $7 flat fee otherwise. Delivery will be on 25 & 26 June 2020.

I scream, you scream, we all scream for ice cream!",275,4,"['We can’t wait!!!! ❤️', '👏🔥❤️', '👍👍👍👍', 'PM me back if you have old 🇲🇾Malaysian, Dubai, UAE, Singapore,Brunei,China coin or note for sale!!!! The open price per pieces is 10,000']",food 4
396,17/6/2020,misstamchiak,"[ FACEBOOK LIVE SUNDAY (21 JUNE) 8PM ] The wait is over! This Sunday's Facebook Live Sale, we are very excited to share with you some of the popular products from @newmoonsg!⁣
⁣
Yes, their Frozen Australian Abalone, Razor Clams, Essence of Chicken, Bird's Nest with Rock Sugar, Organic Superice, Premium Oyster Sauce will all be on sale. You can whip up a good meal with their Hainanese Chicken Rice Paste, Laska Paste and Bak Kut Teh Spices. We will also be selling Premium Rice Dumpling Bundle with New Moon Abalone. ⁣
⁣
Confirm plus chop, the prices on my Facebook Live is cheaper than their retail and online store. The discount can be as good as 40% off. Plus, we will be doing live auctioning of ABALONE! ⁣
⁣
So see you this Sunday 8pm!",186,0,[],food 4
397,17/6/2020,misstamchiak,We have been working very hard the past two days. So glad that we have finally slow down today and have a proper meal. Thank you @jooooostina for sending some xing hua food over. Yums! 💋,991,6,"['Take care !', '🤤drooling', '👍😊👋', '😋😋', '😄 Glad that this food helped to recharge you!! ❤️ Do take care of your health even as you work hard!', 'Amazing😍']",food 4
398,17/6/2020,misstamchiak,Now it’s my turn to try MALA ODEN! Get it from @snacksdeliverysg!,656,15,"['😍😍', 'OMG', 'Good day everyone don’t throw away your old money (coin or note) bring all to me and make a huge amount of money from your old items Malaysia 🇲🇾,Brunei , Singapore 🇸🇬 Jordan 🇯🇴 China 🇨🇳 with ALMIGHTY ALLAH everything is possible 💯💯💯', ""It's... meh"", 'Chopstick skillz! ❤️', 'Yummy 🔥🔥🔥', 'Thank you!!💕💕', '😍😍😍', 'Wow I love oden! But never had mala ones!!!', 'Wah wah wahhhhh! This looks exciting laaaaaa', '@heelenggg', 'Wa!!!! Likes x 3000 ✌🏻', 'Wah chio pic!']",food 0
